0.43810272	-0.3783188	-2.0834713
0.44979858	-0.38803864	-2.085287
0.53713226	-0.14344025	-2.6114788
1.0273514	-0.34003448	-2.5881252
1.710289	-0.99928284	-2.8696575
1.8461227	-1.0244064	-2.8917599
1.4655838	-1.2508774	-2.2052288
1.2923508	-0.8046036	-2.318121
2.0452652	-1.0678635	-2.8619976
1.3273087	-1.0851517	-2.1694393
2.1761093	-1.263092	-2.924734
1.8140488	-1.5217667	-2.178465
1.7436752	-1.4321213	-2.2797222
2.1206894	-0.5986557	-3.4559002
2.0309525	-1.480156	-2.1070385
1.3372803	-1.3102875	-1.7562923
1.4707489	-1.7643814	-1.45191
1.8407516	-1.17939	-2.4205532
1.4528809	-2.3172684	-0.82040215
1.8255157	-1.9792099	-1.6982708
1.651947	-1.4463196	-2.346815
1.7711105	-1.4421844	-2.0994625
1.3891907	-1.4090958	-1.6765041
0.7752609	-0.9776459	-1.5195904
0.9950485	-1.2643356	-1.4778805
1.0398178	-1.4872284	-1.1930599
1.7766647	-1.455986	-2.200636
2.0236511	-1.5823898	-2.2747478
1.7461853	-2.086525	-1.713644
1.7366409	-1.8310013	-2.1271877
1.4712982	-1.8913956	-1.6009502
1.4366226	-1.8109207	-1.5328732
1.3952255	-1.7737732	-1.5054531
1.2332764	-1.4187012	-1.3111324
0.89017487	-1.0610886	-1.6374569
1.124855	-1.4194107	-1.6590939
0.7122116	-1.6316605	-0.7460537
1.3739624	-1.8867874	-1.0932674
1.2657089	-1.9816284	-1.1032925
1.9487762	-1.9810715	-1.7788448
1.4189682	-1.7101364	-1.5750866
1.0174255	-1.9343109	-0.948225
1.1295776	-1.7971649	-1.0647717
0.98172	-2.4074783	-0.441885
1.0031662	-2.1732635	-0.59311485
1.8729782	-2.0725174	-1.4707699
1.5009537	-1.8532715	-1.5314846
1.3070984	-2.2665024	-0.9576397
1.6244354	-2.3447647	-1.2925167
0.9862137	-2.1092758	-0.95375633
0.8864441	-1.7748413	-1.2497768
1.1579437	-1.3431396	-1.9986019
1.4883194	-2.0429382	-1.5850048
1.8138809	-1.9739304	-2.2739773
1.4590607	-1.6439133	-2.047552
1.8683319	-1.8315964	-2.2279568
1.4289246	-1.5810623	-2.261961
1.8213272	-1.6396255	-2.3978024
0.9186859	-1.7326965	-1.4902248
0.80283356	-1.421402	-1.7074184
0.419487	-0.9323044	-1.5625668
1.0684204	-1.2110672	-1.8436184
1.219902	-1.2275009	-2.1341457
0.66368866	-0.92624664	-1.8419628
0.4995346	-0.79930115	-1.8883114
0.57741547	-1.075203	-1.6265163
0.7497406	-1.2515488	-1.6176357
1.2073746	-1.0494614	-2.199255
0.28928375	-1.2469711	-0.88622093
-0.22872162	-0.95858	-1.0542202
0.8900833	-0.7873535	-2.0692654
1.1289291	-1.4690857	-1.7051907
1.5468826	-1.6319122	-1.7899303
1.4747238	-1.4210587	-2.0639095
0.8211212	-1.4324265	-1.8761806
1.2543411	-1.9227829	-1.4664669
1.0435104	-2.251007	-0.7162304
0.86354065	-2.145256	-0.8986721
0.6224289	-1.7400589	-0.9991207
