-2.9180832	0.93990326	-1.0817165
-2.522171	0.92568207	-1.3238735
-2.2748795	1.0000076	-1.7345028
-2.329277	1.3483887	-2.1739712
-2.3699722	1.5879211	-2.4001064
-2.8809052	1.535141	-1.3609753
-2.9744644	1.3770981	-0.6363201
-2.1961136	0.6240692	-0.7346401
-2.5284348	0.841095	-0.833189
-2.0114822	1.0039902	-1.7683086
-2.7086716	1.5965042	-1.9212551
-2.4847412	1.3738937	-1.8949566
-2.0142212	1.4719772	-2.4076595
-1.7361603	1.4232101	-3.051962
-1.9388199	1.5393982	-3.1060238
-1.5427094	1.1100388	-3.0351467
-1.3778763	1.200798	-3.3678265
-1.5252686	1.31147	-3.335783
-1.4812851	1.359787	-3.4217434
-1.2945251	1.4977798	-3.8382702
-1.2558899	1.4045258	-3.7283382
-1.1182404	1.3396912	-3.6931744
