-0.89430237	-1.185379	-0.08222008
-1.0357132	-0.9919281	-0.04173851
-2.0070724	0.024848938	0.044260025
-2.2899628	-0.5286026	1.0012455
-2.211586	-1.0947495	1.4608707
-1.9545059	-1.8609695	1.6525669
-1.9382248	-1.5549316	1.2130527
-1.9503937	-2.069107	1.7353382
-2.4614792	-2.0036163	2.278986
-1.871254	-2.410118	2.0551243
-2.1837997	-2.414772	2.3531742
-2.038475	-2.2401733	1.8695087
-2.6135025	-1.951149	2.1678867
-2.1651688	-2.0788956	1.9745884
-2.2755356	-1.5777054	1.4886341
-3.0260239	-1.6645126	2.2286701
-2.7214737	-1.9828186	2.303423
-2.6936111	-1.7867508	2.1114597
-2.3090363	-2.0753784	2.008875
-2.1276321	-1.5066833	1.4300861
-2.704193	-1.8182983	2.3319187
-2.0793304	-1.7128372	1.7772923
-2.5502396	-1.4054031	2.0077991
-1.9852371	-1.5433273	1.5959492
-2.1466446	-1.0631638	1.0974979
-1.9913254	-1.126091	0.987772
-2.0098343	-1.2122269	1.3158817
-2.3202057	-0.8395462	1.3010731
-1.9679108	-1.4534912	1.6342564
