2.033928	-1.7021866	-2.903944
2.0390472	-1.7028732	-2.906805
2.1597137	-1.6510468	-3.0950375
2.1097717	-1.6374435	-3.0940533
2.6977463	-1.8238907	-3.4434948
2.7534485	-1.8892136	-3.4319515
2.6857376	-1.8421402	-3.4076824
2.6697083	-1.903923	-3.3244762
2.0295181	-1.9654312	-2.6444683
-0.77181244	-1.804863	0.99295235
-1.4940033	0.48348236	-1.2898312
-1.498764	0.48960114	-1.2931194
-1.405426	-0.071884155	-0.8513775
3.4465103	-1.8456955	-4.332815
2.3001556	-0.7232971	-4.4920025
2.4821167	-0.7315979	-4.6745586
2.4722672	-0.7257767	-4.6895504
2.0937653	-0.8595276	-4.307562
1.9414368	-0.6563568	-4.339987
2.084877	-0.42910004	-4.579214
1.6536789	-0.7874527	-3.6728115
1.6727448	-0.79000854	-3.6907406
1.8808517	-0.97982025	-3.8089962
1.7429276	-0.80142975	-3.8254452
0.940361	-0.15193176	-3.7575436
0.62636566	0.1348648	-3.8870907
0.6224747	0.15395355	-3.8939037
0.7023697	-0.22368622	-3.4773846
0.27381897	-0.23986053	-3.0082226
0.023712158	-0.38330078	-2.58605
0.22078705	-0.77389526	-2.349966
0.028686523	-0.27366638	-2.4927044
