-2.6961899	1.5307465	-0.9927578
-2.7135391	1.5233002	-0.9659176
-2.6013947	1.3706818	-0.8599224
-2.659111	1.7957611	-1.3406506
-2.5179443	1.5088348	-1.1969814
-3.0081253	1.7281418	-0.95071983
-2.992134	1.7115021	-0.9391079
-3.0307083	1.9989243	-1.0945034
-2.8021774	1.9302444	-1.1683483
-2.5460205	1.7985764	-1.2072811
-2.879509	1.9178238	-0.8628063
-2.8132553	1.8847275	-0.8622112
-3.1330109	1.8961334	-0.7139492
-3.3047638	1.8590164	-0.66731834
-2.8329391	1.5900803	-1.0827389
-3.3950577	1.8072281	-0.641592
-3.406273	1.8199081	-0.64790916
-3.174736	2.2430115	-1.2170773
-2.4209747	1.6028824	-1.5323162
