-0.30020142	-1.5218811	-0.597105
-0.3440628	-1.4752502	-0.60774803
-0.44589996	-1.8536758	-0.042661667
-0.45767975	-1.8537064	-0.03985405
-0.34368896	-1.2645187	-0.6857128
-0.35160828	-1.2630081	-0.68242455
-0.18712616	-1.9891891	0.068964005
-0.18036652	-1.9951859	0.06829262
0.69512177	-2.0727692	-0.89632225
0.76825714	-2.10923	-0.9558239
0.03227234	-1.4641647	-1.1386166
0.030204773	-1.4569168	-1.1411724
-0.21053314	-1.615303	-0.546957
-0.1702652	-1.6963654	-0.53948784
-0.23874664	-1.384697	-0.19008446
-0.2508011	-1.394104	-0.17085838
-0.9314194	-1.4136124	-0.03568077
-0.9444885	-1.4177017	-0.0016765594
0.27963257	-1.8126984	-0.48963737
0.1931839	-1.8843002	-0.3264141
0.75670624	-2.2231445	-0.77749443
